record_id,record_type,page,owning_showcase,media_id,source_file,cargo_freight_url,canonical_base_url,url_evidence,freight_id,filename,rendition,rendition_width_request_px,natural_width_px,natural_height_px,design_width_1440_css_px,design_height_1440_css_px,rendered_max_width_css_px,rendered_max_height_css_px,dpr_coverage,format,mime_type,transparency,poster_fallback,loading_priority,referenced,referenced_by,source_provenance_evidence,source_provenance_confidence,delivery_evidence_source,delivery_evidence_confidence,notes
2a55b131b8536757775e,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/C3028483650897606433625407534905/montran-pg-48.jpg,https://freight.cargo.site/t/original/i/C3028483650897606433625407534905/montran-pg-48.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,C3028483650897606433625407534905,montran-pg-48.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
83e3ff1202eccde635ea,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/J3028483663035564034126292498233/montran-pg-49.jpg,https://freight.cargo.site/t/original/i/J3028483663035564034126292498233/montran-pg-49.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,J3028483663035564034126292498233,montran-pg-49.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
4fcd7436a0c45430cd89,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/X3028483675081287914258629703481/montran-pg-50.jpg,https://freight.cargo.site/t/original/i/X3028483675081287914258629703481/montran-pg-50.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,X3028483675081287914258629703481,montran-pg-50.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
c315c732b17eb1a56024,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/U3028483687163905282538386011961/montran-pg-51.jpg,https://freight.cargo.site/t/original/i/U3028483687163905282538386011961/montran-pg-51.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,U3028483687163905282538386011961,montran-pg-51.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
f2bbf0be9e0c0076532c,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/G3028483699246522650818142320441/montran-pg-52.jpg,https://freight.cargo.site/t/original/i/G3028483699246522650818142320441/montran-pg-52.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,G3028483699246522650818142320441,montran-pg-52.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
db05486ad5a24487a4bf,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/M3028483711366033507245317732153/montran-pg-53.jpg,https://freight.cargo.site/t/original/i/M3028483711366033507245317732153/montran-pg-53.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,M3028483711366033507245317732153,montran-pg-53.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
63c2ebefd97e94bfbe8a,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/S3028483723430204131451364489017/montran-pg-54.jpg,https://freight.cargo.site/t/original/i/S3028483723430204131451364489017/montran-pg-54.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,S3028483723430204131451364489017,montran-pg-54.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
4e294a5dd0ea115c61cd,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/J3028483735494374755657411245881/montran-pg-55.jpg,https://freight.cargo.site/t/original/i/J3028483735494374755657411245881/montran-pg-55.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,J3028483735494374755657411245881,montran-pg-55.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
37444b4a6e8ff94db512,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/R3028483747632332356158296209209/montran-pg-56.jpg,https://freight.cargo.site/t/original/i/R3028483747632332356158296209209/montran-pg-56.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,R3028483747632332356158296209209,montran-pg-56.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
d1de69964eff460a4236,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/Y3028483759696502980364342966073/montran-pg-57.jpg,https://freight.cargo.site/t/original/i/Y3028483759696502980364342966073/montran-pg-57.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,Y3028483759696502980364342966073,montran-pg-57.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
955f835afbdfa4798507,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/R3028483771742226860496680171321/montran-pg-58.jpg,https://freight.cargo.site/t/original/i/R3028483771742226860496680171321/montran-pg-58.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,R3028483771742226860496680171321,montran-pg-58.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
24e0edded8e00df14e03,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/R3028483783861737716923855583033/montran-pg-59.jpg,https://freight.cargo.site/t/original/i/R3028483783861737716923855583033/montran-pg-59.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,R3028483783861737716923855583033,montran-pg-59.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
f373fff79ddfd46bad2e,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/D3028483795944355085203611891513/montran-pg-60.jpg,https://freight.cargo.site/t/original/i/D3028483795944355085203611891513/montran-pg-60.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,D3028483795944355085203611891513,montran-pg-60.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
158e2ca13f242ce121de,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/T3028483807990078965335949096761/montran-pg-61.jpg,https://freight.cargo.site/t/original/i/T3028483807990078965335949096761/montran-pg-61.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,T3028483807990078965335949096761,montran-pg-61.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
f2a07425651a82adf6ad,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/X3028483820072696333615705405241/montran-pg-62.jpg,https://freight.cargo.site/t/original/i/X3028483820072696333615705405241/montran-pg-62.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,X3028483820072696333615705405241,montran-pg-62.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
9f7c65c61de450f774e1,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/C3028483832192207190042880816953/montran-pg-63.jpg,https://freight.cargo.site/t/original/i/C3028483832192207190042880816953/montran-pg-63.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,C3028483832192207190042880816953,montran-pg-63.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
f3df9b9222898c2b7db5,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/S3028483844311718046470056228665/montran-pg-64.jpg,https://freight.cargo.site/t/original/i/S3028483844311718046470056228665/montran-pg-64.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,S3028483844311718046470056228665,montran-pg-64.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
72e9888bbd26ae5a0bbe,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/O3028483856357441926602393433913/montran-pg-65.jpg,https://freight.cargo.site/t/original/i/O3028483856357441926602393433913/montran-pg-65.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,O3028483856357441926602393433913,montran-pg-65.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
e8344a0fe957c914ee8f,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/B3028483868440059294882149742393/montran-pg-66.jpg,https://freight.cargo.site/t/original/i/B3028483868440059294882149742393/montran-pg-66.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,B3028483868440059294882149742393,montran-pg-66.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
d076b2b8f55419976cbd,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/S3028483880504229919088196499257/montran-pg-67.jpg,https://freight.cargo.site/t/original/i/S3028483880504229919088196499257/montran-pg-67.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,S3028483880504229919088196499257,montran-pg-67.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
2b67686a7ec778f760ab,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/F3028483892586847287367952807737/montran-pg-68.jpg,https://freight.cargo.site/t/original/i/F3028483892586847287367952807737/montran-pg-68.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,F3028483892586847287367952807737,montran-pg-68.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
e6ab982eecc08e035f8a,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/L3028483904632571167500290012985/montran-pg-69.jpg,https://freight.cargo.site/t/original/i/L3028483904632571167500290012985/montran-pg-69.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,L3028483904632571167500290012985,montran-pg-69.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
773e8154d760ed2a5486,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/L3028483916678295047632627218233/montran-pg-70.jpg,https://freight.cargo.site/t/original/i/L3028483916678295047632627218233/montran-pg-70.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,L3028483916678295047632627218233,montran-pg-70.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
91511751c440db99cfd1,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/O3028483928779359159986093078329/montran-pg-71.jpg,https://freight.cargo.site/t/original/i/O3028483928779359159986093078329/montran-pg-71.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,O3028483928779359159986093078329,montran-pg-71.jpg,original,,1400,788,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
6035eedc9a4811a82d04,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/J3026631262006523620908193068857/montran-slide169.jpg,https://freight.cargo.site/t/original/i/J3026631262006523620908193068857/montran-slide169.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,J3026631262006523620908193068857,montran-slide169.jpg,original,,1390,781,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
615f71c10c38f600c13a,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/N3025226455063083961390488663865/probe-tiny.png,https://freight.cargo.site/t/original/i/N3025226455063083961390488663865/probe-tiny.png,derived from Cargo media hash and filename; not observed in Phase 1 delivery,N3025226455063083961390488663865,probe-tiny.png,original,,2,2,unknown,unknown,unknown,unknown,unknown,png,image/png,unknown,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; alpha channel was not decoded in Phase 1; Cargo library in_use=False; bodycopy reference is authoritative
49f06baf96110e56118b,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/L3025227139769330489341625546553/probe2.png,https://freight.cargo.site/t/original/i/L3025227139769330489341625546553/probe2.png,derived from Cargo media hash and filename; not observed in Phase 1 delivery,L3025227139769330489341625546553,probe2.png,original,,3,3,unknown,unknown,unknown,unknown,unknown,png,image/png,unknown,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; alpha channel was not decoded in Phase 1; Cargo library in_use=False; bodycopy reference is authoritative
541602a1ae60b7b033ff,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/J3025228033237379699463758067513/probe3.png,https://freight.cargo.site/t/original/i/J3025228033237379699463758067513/probe3.png,derived from Cargo media hash and filename; not observed in Phase 1 delivery,J3025228033237379699463758067513,probe3.png,original,,4,4,unknown,unknown,unknown,unknown,unknown,png,image/png,unknown,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; alpha channel was not decoded in Phase 1; Cargo library in_use=False; bodycopy reference is authoritative
0621384649c98d9fc6e0,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/N3028246960134100856009916987193/purelove-4.jpg,https://freight.cargo.site/t/original/i/N3028246960134100856009916987193/purelove-4.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,N3028246960134100856009916987193,purelove-4.jpg,original,,1746,1360,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
ae6bda52e091afdedbc9,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/R3028246976828404242717061199673/purelove-flash.jpg,https://freight.cargo.site/t/original/i/R3028246976828404242717061199673/purelove-flash.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,R3028246976828404242717061199673,purelove-flash.jpg,original,,673,897,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
481583af3da564c5a88d,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/J3022057983050041644049844713273/touchbaes-bendito.jpg,https://freight.cargo.site/t/original/i/J3022057983050041644049844713273/touchbaes-bendito.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,J3022057983050041644049844713273,touchbaes-bendito.jpg,original,,1116,744,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
c1d7ae1bb34f1605279f,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/K3022057937339009829397575808825/touchbaes-game.jpg,https://freight.cargo.site/t/original/i/K3022057937339009829397575808825/touchbaes-game.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,K3022057937339009829397575808825,touchbaes-game.jpg,original,,1386,1008,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
70d475f1dd939ecd13a6,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/G3022057921530150158228490073913/touchbaes-sticker.jpg,https://freight.cargo.site/t/original/i/G3022057921530150158228490073913/touchbaes-sticker.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,G3022057921530150158228490073913,touchbaes-sticker.jpg,original,,437,1008,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
26db66f2894a3b378ec5,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/J3025320100438989493845715629881/v7-aframe-fix.jpg,https://freight.cargo.site/t/original/i/J3025320100438989493845715629881/v7-aframe-fix.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,J3025320100438989493845715629881,v7-aframe-fix.jpg,original,,560,747,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
7bbdac264039327de698,image,Cargo library,unknown,,unknown,https://freight.cargo.site/t/original/i/Y3025118212686359182198520198969/v7-aframe.jpg,https://freight.cargo.site/t/original/i/Y3025118212686359182198520198969/v7-aframe.jpg,derived from Cargo media hash and filename; not observed in Phase 1 delivery,Y3025118212686359182198520198969,v7-aframe.jpg,original,,562,749,unknown,unknown,unknown,unknown,unknown,jpg,image/jpeg,no,none,none (unreferenced),false,none,docs/audits/2026-07-20T175853-0400-round-80/local/source-manifest.tsv: no unambiguous source match exists in the frozen Phase 1 source manifest,unknown,docs/audits/2026-07-20T175853-0400-round-80/cargo-draft/media-inventory.tsv,medium,no unambiguous source match exists in the frozen Phase 1 source manifest; JPEG has no alpha channel; Cargo library in_use=False; bodycopy reference is authoritative
